document	label
과제도 좀 있는편이고 중간 시험1번 기말은 발표1번으로 대체하심 그래도 학생 편의 최대한 반영하려하시고 글쓰기 과제도 수업중에 해결해주려고 하셔서 좀 수월했음 시험도 오픈북할지 말지 학생들의견대로 하심 학점도 잘 주심 수업이 지루한편이라는거 빼고 추천할만함	21222
아아 영식느님 ㅠㅠㅠ 최고에요조곤조곤 말하는것도 좋음무조건 갓영삭임	22221
학생들 의견을 하나하나 들어주시는 교수님은 처음이었음.  어느정도 열심히하면 학점도 꽉 채워주심.	21221
학생 존중도 짱, 학생 편의 봐주시는 것도 짱. 과제도 진짜 쉽고 기말도 하나도 부담 안 됐음 중간고사도 하루밤 정도 새면 충분히 만점 가까이 받을 수 있는 정도?? 그리고 플러스 거의 다 채워주시고 진짜 점수 후하게 주심ㅠㅠ 수업이 좀 졸리긴 하지만...	21201
다른 과분들도 이분 수업 들을려고 많이 왔었어요. 인격적시고 들을게 정말 많고 웬만하면 +채워서 학점 주십니다 	21222
학생들 한 명 한 명 존중하시는 모습이 인상 깊었다. 수업 중간중간에 열의만 보인다면 충분히 좋은 성적을 받을 수 있다. 추가 점수를 잘 챙기고 발표를 성실히 준비하는 것이 키포인트이다.	21221
유익한 강의였으나 밑에 평가들처럼 찬양할 수준은 아니었다는 개인적인 의견.. 글쓰기 과제랑 시험은 쉽다고 생각 안함,,ㅠㅠ 하지만 학점 채워주셔서 감사합니다 교수님ㅠㅠㅠㅠ	01222
학점 + 다 채워주시고 수업에서  배울게 많습니다	21212
창사글을 들을거면 이 교수님 수업 듣는거 추천학점도 잘 채워주시고 여러모로 유익한 강의였음	21212
문교수님 정말 좋으신 분입니다! 학생의 생각을 최대한 반영해 주시려고 노력하시는 게 정말 좋았어요!중간 고사는 오류론에 대한 문제 20문제 정도 푸는 건데 한 두 명 빼고 점수는 거의 다 비슷해요! 공부 안 하면 어렵습니다 ㅎ(중간 고사를 좀 많이 늦게 봤어요)기말 고사는 제안서 쓰기인데 주제도 자유롭게 정할 수 있고 책에 나와있는 형식 그대로 쓰기만 하면 돼서 부담 없이 할 수 있어요!(제안서는 집에서 미리 써 와서 제출 하고 가는 형식이었어요.)발표도 한 번 있는데 발표자한테 질문을 많이 하면 그만큼 가산점 많이 받을 수 있어요!발표도 제안하는 내용인데 이것도 어렵지 않게 할 수 있을 거에요!중간에 글쓰기 시험도 한 번 있습니다!그리고 받을 수 있는 가산점은 다 받으세요! 한 번도 빠짐 없이 출석 하면 그에 대한 가산점, 숭실 토론 광장 참여, 백원의 힘 등 엄청 많아요!학점 정말 잘 주시는 교수님이에요! 추천합니다:) 	22221
문교수님이 짱이에요 열심히 한 만큼 성적 보장해주십니다 공과사가 확실하십니다! 여러가지로 가산점 받을수 있는 기회가 있으니 놓치지 마세요! 오류론은 조금 어렵습니다 .ㅎ	21221
이 교수님 수업은 괜찮긴 했으나 점수가 왜 이렇게 높은지는 모르겠음. 특히 글쓰기와 많은 과제, 오류는 생각보다 어려웠음.	02222
교수님께서 학생들 편에서 많이 이해해주시려 하시기 때문에 중간고사 같은 경우는 오픈북 여부도 학생이 직접 결정할 수 있어 교수님 때문에 속 끓이실 일은 없을 겁니다. 다만, 과목의 특성상 과제가 좀 많은데 과제물 같은 경우는 수업시간에 직접 쓰고, 14주차(?) 때 부터는 학생들의 발표로 수업을 진행하시기 때문에 발표하고 기말고사 하고 겹칠 수도 있어서 시간 활용 미리 잘하셔야 해요. 기말고사 같은 경우는 이번학기에는 미리 작성해와서 출력해 수업시간에 직접 제출하는 방식으로 하셨습니다.	02222
문영식 겨수님 ㅠ.ㅜ ?? 학점도 잘주시고 학생 잘챙겨주십니다 특히 발표랑 그런걸 많이하면 그만큼 좋아하십니다ㅎㅎ	21222
문짱 다이스키???? 덕분에 학점 폭망 피했습니다  수업은 안 졸고 들으면 되구 교재도 찍어주신 부분에서 잘 나와요	21222
교수님 좋은데 과목 자체가 과제가 많아요ㅠ 그래도 중간.기말고사때 학생들 의견 반영해주시는거 너무 좋아요!  오픈북할지 아닐지도 학생들이 정할 수 있어서 최대한 유리하게 시험 볼 수 있게 해주세요	01221
정말 존경하는 교수님. 수사학을 전공하신 국내 몇 안 되시는 분이라 설득의 이론과 그 예에 대해 특히 더 배울 수 있었습니다. 시험도 그리 잘 보지 못했다고 혼자 전전긍긍했었는데 점수 꽉꽉 채워주시고 정말 감사했습니다. 학생 한 사람 한사람을 일일이 기억해주시고 말 걸어주셔서 좀 더 적극적으로 수업에 참여할 수 있었습니다. 또 기회가 된다면 다시 강의 찾아 듣고 싶은 교수님 원탑. 	21221
생각보다 글쓰기 시험 깐깐했음 딱 배운 오류를 범하는 순간 칼같이 감점이었음 글의 규성이나 내용도 중요하지만 세부적인 기술들도 채점하시는듯	20222
정직한 교수님을 떠올리면 가장 먼저 생각나는 문영식 교수님. 공정하게 성적을 주시고 학생들의 입장에서 생각하려고 해주시는 교수님. 창사글 수업 자체가 글쓰기로 성적이 갈라지기 때문에 시험이 쉽다 어렵다를 말하기는 어렵지만 수업 자체는 매우 흥미로움.	22211
문교수님한테 교양수업 두번째로 듣는 중.. 학점 잘 주는 편이고... 웬만하면 +로 주심다른 수업에 지장가지않을 만큼의  과제와 시험부담되지 않아서 좋고, 수업하면서 배워가는 점도 많아서 좋음!	11212
출석 칼같이 불러서 1분이라도 늦게들어가면 지각처리됌. 생각이 깊은분같고 배울것도 많은 교수님이다.  말이 좀 많으신데  듣다보면 졸릴수있다. 배워가는게 많은 수업교수님짱 	22021
교수님이 정말 성실하시고, 강의도 잘 해주십니다. 출튀는 조심하시는게 좋습니다. 맨 뒤에서 매일 놀다가 시험때만 열심히 해도 B+은 나옵니다. 그렇지만 교수님이 정말 좋은분이라 강의 듣는게 진짜 도움 많이 됩니다	21221
와 말씀이 주옥같으심.... 진짜 강의 잘하시고 뭔가 배울점이 많으신것 같다. 	22221
교수님 수업 잘들으면 학점 쭉쭉올라갑니다착하셔서 인간적으로도 좋았구요언급하신내용 그대로 글 쓰시면 점수 잘나오실거에요 	21221
교수님이 시험때문에 학생 스트레스 주는 거 싫어하시고 학생들 배려를 정말 잘 해주셔서 좋았습니다. 강의 특성상 이론적인 설명이 많이 필요해서 지루 할 수도 있지만 토론과 논술 그리고 철학 적인 부분에서는 정말 세밀하고 재밌고 유쾌하게 수업 진행해주셔서 너무 좋았습니다. 	22221
최고.. 머릿속에있는 지식 그대로 전달해주시는것같아요. 이론적으로도 설명 잘해주시구 자잘한 과제 많이 없습니다. 큰 프로젝트만 열심히하시면 점수잘받아요 	12212
좋은 교수님. 박식하다는게 느껴지시고, 무엇보다도 친절하십니다.수업 커리큘럼상 글쓰기를 배우고, 좀 지루하도 학점은 다 +로 주셔요. 	21221
그냥 졸라 귀찮고 레포트 빡셈 필수인게 너무 짜증남	02222
어느학교 과를 가도 똑같을 것이다... 인생에 가장 쓸모없는 강의인데 필수로 꼭 들어서 사람 짜증나게 하는... 수업방식 자체가 학생한테 도움이 하나도 안됨. 뭔 실험 개념 이런걸 학생이 알아가야 하는데 그럴거면 그냥 집에서 내가 해보고말지 이걸 등록금내고 왜하는지... 그나마도 자기들 나름의 틀이 있어서 그걸 벗어나면 점수를 안줌. 이미 내용이 정해져있는걸 학생이 찾아가야 함. 왜? 모르겠음. 여기까지는 그냥 화공과의 특성이라고 해도 1점을 준 건 조교는 돈받고 하는 일인데 직업의식이없다... 실험수업시간을 까먹어놓고 그걸 학생들한테 떠넘기질 않나... 그에 대한 사과는 물론 없음. 전과목 A+를 노리는 사람이 아니면 1학점짜리 목매지말고 그냥 개대충하는게 편합니다. 1학점 짜린데 하는거 생각해보면 10학점은 줘야함.	22202
조교님들 훈훈하시고 친절하셨다..ㅎ실험도 실수만 없으면 어렵지 않았고 재미도 있었다.	22212
그때 당시 난 성적을 잘 받은 편이 아니었지만그건 내가 공부를 제대로 안해서였다.교육과정에서 큰 역할을 하신분이라서인지 전반적으로 교육과정이 어떻게 돌아가는가에 대해서도 친절히 잘 알려주신다. 다만 목소리가 나긋나긋 하시니까.수업중에 바짝 집중하는 것이 좋다.교수님이 학생들에 대한 배려를 많이 해주시니까 추천한다.	22221
교수님께서 아시는 것도 많고 학생들을 배려하시는 게 정말 느껴짐 저는 조호제교수님 수업 너무너무 추천합니다! ㅎㅎ교수님께서 시험범위가 너무 많다 싶으면 줄여주시니까 걱정마세요그리고 이해를 못하겠다고 하면 교수님께서 계속 설명해주시니까 그것도 걱정안하셔두 돼요!	22221
수업내용이 어려워 이해를 못한것 같지만  교재내용은 쉽고 또 시험 범위가 적고 문제도 쉬워  학점은 잘 받을 수 있다	21222
교수님께서 교육과정에 큰 역할을 하신 분이셔서 그런지 수업을 잘 이끌어 가셨습니다. 정말 학문적으로 많은 것을 아시고 계신다는 것이 첫 수업에서 딱 느낄수 있었어요. 한번쯤 교직이수를 하는 학생들이 듣길 권장하는 수업이었습니다. 과제는 레포트랑 독후감있었고 팀플은 없었어요!	22221
기말만 있음. 지금도 그런지는 모르겠지만, 우선 나는 이 수업에서 좋은 성적을 받았었음. 팀 발표가 1번 있고 그냥 발표자가 해당 작품에 대해서 발표를 하고 해당 작품에서 나올 수 있는 토론 주제로 토론하는 형태였음.나의 경우는 토론을 열심히 해서 그런지 좋은 평가를 받은것 같지만 과목 자체에 대한 평가 근거가 다시 모호한 편이기 때문에 이 강의를 수강하는 많은 학생들은 정말 신중한 선택을 요함.	22202
교수”입맛”에 부합하는 질문이나 질문에 대한 응답을 해야함 아닐 경우에는 다른 댓글처럼 폭격맞음 이번학기는 하이라이트가 저번에 레디컬 부분으로 까였는지 마지막수업때 터뜨림 레디컬에 편향된 서적,우호적인 서적나눠주고 질문도 성희롱경험자 거수로 자기가 원하는 방향(여성은 사회적 약자다,사회는 불공평하다)로 토론 방향 이끌어 갈려고 부단히 노력함. 교수란 사람이 페미니즘논증을 여성,남성으로 이분법적으로 사고하고 몰아가는거에 소름끼쳤음 이런거 다참고 들을 분들은 수강하시면 됩니다	22220
토론 형식으로 진행됨. 자기 생각만 용기내서 잘 발표하고, 열심히 토론에 참여했더니 A+ 주심. 팀플 한 번 있었는데 그거때문에 빡치긴 했지만(1학점이라 다들 열심히 안 함), 얻은 것이 많았던 수업. 무엇보다 같이 수업 듣는 사람들이 너무 좋았다. 교수님도 난 좋았음. 급진적인 페미니스트라고 했는데, 그런 느낌 못 받았음	22221
평가의 기준이 정말 뭔지 모르겠는 교수중 한명... 토론 참여를 거의 매 시간마다 하고 조별 평가지?? 내란거 다 내고 했는데 토론 점수 100점중에 80점주는 노답교수발표점수도 같은조 친구는 95~96점 주는데 정작 나에게는 80점 중반 점수를 주는 최악의 교수님...... 이럴거면 발표점수에 차이를 둘 거면 뭐하러 발표를 해요??? 그냥 수업만 하시지:;; 두 번 다시 안 만났으면 좋겠습니다... 제발...	22220
가의 공정성은 어디갔는지 의문이 드는 교수. 수강신청 당시 에타평가가 별로 없어 어쩔 수 없이 찍어서 신청했는데  동일 교수 창사글 평가를 유심히 살펴보지 않았던 걸 후회하게 됨. 학기 초 전체 창사독 커리큘럼 나가기 전 한 두시간 정도 자유토론을 진행했는데 정의 관련 주제를 토대로 페미니즘에 대해 토론하여 교수자에 대해 나름 괜찮은 인상을 갖게 되었으나 학기가 진행될수록  급진적인 페미니스트 같다는 느낌을 받음.  점수는 발표(각 조마다 주어진 책의 내용을 토대로 선정한 주제를 갖고), 토론, 기말시험으로 이루어짐. 이 중 토론점수는 토론 참여도에 따라 점수를 부여하겠다고 학기 초 언급. 매 수업마다 토론자를 체크하긴 하나 이름을 정확히 알고 체크하는 지는 의문임. 토론에 누구보다 열심히 참여했다고 생각하지만  (토론에 잘 참여하지 않은 사람보단 높은 점수를 받아야 한다고 생각하지만) 내 토론 점수는 수강생 통틀어 거의 최하점임.   토론점수에 대한 이의제기 이메일에 대해 날이 선 듯한 어조로 합당한 점수가 부여되었다고만 답장받았을 뿐 평가방식이나  평가지에 대한 언급은 회피함.	22220
